user_id,churned,days_since_last_trip,days_since_last_session,trips_last_7d,trips_last_30d,trips_last_60d,trips_last_90d,monetary_total,monetary_avg,trips_lifetime,monetary_last_30d,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,avg_trip_duration,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,rainy_ride_ratio,preferred_payment_encoded,avg_driver_rating_received,session_last_30d,session_last_60d,avg_time_on_app,avg_pages_visited,session_conversation_rate,engagement_score,account_age_days,activity_trend_30d,unique_active_days,was_referred,avg_rating_given,loyalty_encoded,city_encoded
R07447,1,45,0.0,0,0,2,3,435.35,20.73,21,0.0,1,1,4,2.0,35.33,16.16,1.19,0.48,0.43,0.14,0.24,0,4.029,5.0,5.0,125.2,2.4,0.0,5.71,443,-0.67,20,0,4.1,1,1
R07448,0,6,0.0,1,2,3,3,397.46,18.93,21,36.649,4,4,3,3.67,32.33,16.11,1.12,0.24,0.14,0.29,0.1,0,4.1,1.0,1.0,13.0,4.0,0.0,3.97,221,0.5,20,0,4.3,0,0
R07449,0,3,0.0,1,2,2,5,282.21,16.6,17,23.130000000000003,5,4,1,3.33,39.06,14.31,1.1,0.18,0.12,0.18,0.29,0,4.406,2.0,2.0,6.0,2.0,0.0,2.56,155,2.0,17,1,4.7,0,0
R07450,0,20,0.0,0,1,2,5,373.34,17.78,21,13.95,2,3,3,2.67,31.67,14.98,1.13,0.14,0.29,0.19,0.24,0,4.257,2.0,2.0,49.5,2.5,0.0,4.83,608,0.0,21,0,4.1,0,2
R07451,0,24,0.0,0,1,1,4,535.92,22.33,24,12.36,2,3,5,3.33,26.88,17.95,1.16,0.33,0.21,0.25,0.33,0,4.321,10.0,10.0,42.9,2.5,0.0,4.68,213,1.0,23,0,4.8,0,0
R07452,0,18,0.0,0,1,3,6,505.72,20.23,25,10.63,2,3,5,3.33,32.08,16.32,1.17,0.32,0.08,0.12,0.24,0,4.128,6.0,6.0,449.67,3.17,0.17,7.26,108,-0.33,24,0,5.0,0,0
R07453,0,1,0.0,1,3,3,3,217.69,14.51,15,42.36,5,5,1,3.67,38.6,13.27,1.05,0.07,0.27,0.53,0.0,0,4.227,4.0,4.0,138.0,3.0,0.25,6.03,689,3.0,14,0,4.6,0,0
R07454,1,10,0.0,0,2,4,5,567.73,25.81,22,37.574,3,4,5,4.0,32.59,17.44,1.3,0.45,0.68,0.23,0.32,0,4.268,5.0,5.0,39.8,2.8,0.0,4.72,556,0.0,22,0,4.5,0,1
R07455,0,1,0.0,1,2,3,3,339.5,24.25,14,67.19200000000001,5,4,2,3.67,35.36,17.16,1.29,0.36,0.0,0.14,0.14,0,3.993,8.0,8.0,38.5,1.75,0.38,4.23,664,0.5,14,1,5.0,0,0
R07456,0,6,0.0,1,2,5,8,318.94,15.95,20,34.805,4,4,2,3.33,37.4,14.28,1.06,0.2,0.4,0.25,0.05,0,4.12,4.0,4.0,35.5,2.75,0.25,4.59,525,-0.25,19,1,4.5,0,1
R07457,0,103,0.0,0,0,0,0,224.75,17.29,13,0.0,1,1,1,1.0,31.31,15.0,1.12,0.23,0.38,0.15,0.15,0,3.885,6.0,6.0,30.83,2.17,0.67,4.22,235,0.0,13,1,4.4,1,1
R07458,0,8,0.0,0,2,4,7,462.9,19.29,24,31.730000000000004,4,4,5,4.33,32.62,16.45,1.14,0.21,0.29,0.38,0.25,0,4.417,2.0,2.0,31.5,4.0,0.0,4.84,505,0.0,24,0,5.0,1,2
R07459,0,27,0.0,0,1,6,8,431.89,19.63,22,9.05,2,3,4,3.0,31.05,15.55,1.14,0.5,0.27,0.32,0.32,0,4.095,8.0,8.0,47.75,2.12,0.12,4.63,194,-0.67,20,1,4.7,1,2
R07460,0,10,0.0,0,2,4,7,329.53,16.48,20,40.5,3,4,2,3.0,27.45,14.53,1.07,0.3,0.1,0.3,0.15,0,4.285,8.0,8.0,38.12,3.12,0.0,4.79,305,0.0,20,0,5.0,1,2
R07461,0,11,0.0,0,1,2,6,413.75,19.7,21,28.823,3,3,4,3.33,30.33,15.86,1.18,0.48,0.24,0.29,0.24,0,4.052,8.0,8.0,47.62,1.88,0.5,4.51,703,0.0,20,0,3.7,2,0
R07462,0,27,0.0,0,1,1,4,459.02,20.86,22,8.31,2,3,4,3.0,30.36,15.88,1.21,0.32,0.23,0.5,0.23,0,4.132,3.0,3.0,15.33,2.67,0.0,3.74,410,1.0,22,0,3.9,1,0
R07463,0,3,0.0,1,2,5,7,287.22,15.96,18,39.312,5,4,1,3.33,40.67,13.94,1.11,0.28,0.39,0.33,0.17,0,4.111,4.0,4.0,31.25,2.0,0.25,4.15,209,-0.25,18,0,4.1,1,2
R07464,0,5,0.0,1,3,3,4,387.14,17.6,22,42.870000000000005,4,5,3,4.0,31.05,15.13,1.11,0.18,0.32,0.27,0.32,0,4.232,3.0,3.0,34.67,3.0,0.0,4.65,574,3.0,20,1,4.7,0,0
R07465,0,9,0.0,0,3,5,8,412.3,22.91,18,43.123999999999995,3,5,4,4.0,32.39,16.98,1.22,0.17,0.22,0.33,0.33,0,4.289,6.0,6.0,34.67,3.67,0.17,4.85,467,0.33,18,1,4.8,0,1
R07466,0,3,0.0,1,2,3,5,348.01,20.47,17,32.786,5,4,3,4.0,27.12,15.36,1.21,0.41,0.59,0.29,0.18,0,3.841,7.0,7.0,43.71,3.0,0.14,4.88,208,0.5,17,0,3.9,1,1
R07467,0,25,0.0,0,2,5,5,338.63,19.92,17,46.873999999999995,2,4,2,2.67,33.53,15.56,1.2,0.24,0.24,0.35,0.29,0,3.829,5.0,5.0,26.4,2.4,0.2,4.16,427,-0.25,17,1,4.7,0,2
R07468,0,3,0.0,1,1,4,7,496.45,17.73,28,18.89,5,3,5,4.33,32.29,15.42,1.09,0.18,0.29,0.29,0.21,0,4.321,6.0,6.0,27.17,2.17,0.5,4.09,503,-0.5,28,0,5.0,0,2
R07469,0,6,0.0,1,2,3,3,276.38,21.26,13,25.83,4,4,1,3.0,41.23,15.94,1.18,0.54,0.15,0.54,0.15,0,4.362,4.0,4.0,35.25,4.25,0.0,5.02,106,0.5,12,0,4.9,1,0
R07470,0,57,0.0,0,0,3,5,379.91,18.09,21,0.0,1,1,3,1.67,33.86,15.04,1.16,0.19,0.33,0.33,0.19,0,3.929,5.0,5.0,57.6,3.0,0.0,5.16,168,-0.75,21,1,4.2,0,2
R07471,0,5,0.0,1,3,4,8,437.41,16.2,27,49.573,4,5,4,4.33,31.19,14.41,1.07,0.3,0.37,0.26,0.11,0,4.311,6.0,6.0,30.67,3.17,0.17,4.59,500,1.0,27,1,4.8,1,2
R07472,0,7,0.0,0,1,1,4,490.85,23.37,21,12.96,4,3,5,4.0,25.71,17.67,1.2,0.38,0.24,0.43,0.19,0,4.114,4.0,4.0,53.75,2.5,0.0,4.91,716,1.0,21,0,3.7,0,2
R07473,0,11,0.0,0,2,4,4,489.83,18.14,27,33.254,3,4,5,4.0,37.07,16.06,1.09,0.22,0.48,0.19,0.19,0,4.115,4.0,4.0,115.0,2.75,0.0,5.76,543,0.0,27,1,4.8,0,1
R07475,0,9,0.0,0,2,6,11,484.83,15.64,31,53.51800000000001,3,4,5,4.0,34.65,13.85,1.07,0.26,0.45,0.29,0.1,0,4.294,4.0,4.0,108.5,2.75,0.0,5.7,683,-0.4,30,0,4.0,0,1
R07476,0,9,0.0,0,1,3,8,380.77,19.04,20,17.49,3,3,3,3.0,28.2,15.76,1.14,0.25,0.25,0.25,0.3,0,4.245,2.0,2.0,121.5,5.0,0.0,6.41,60,-0.33,20,0,4.2,0,0
R07477,1,18,0.0,0,2,5,7,537.56,19.91,27,27.674,2,4,5,3.67,32.78,15.84,1.2,0.33,0.56,0.26,0.33,0,4.263,1.0,1.0,75.0,5.0,1.0,5.93,139,-0.25,24,1,5.0,1,1
R07479,1,2,0.0,2,4,8,9,458.84,19.95,23,97.59,5,5,4,4.67,35.04,16.11,1.16,0.26,0.43,0.22,0.22,0,4.196,5.0,5.0,61.6,3.4,0.0,5.35,265,0.0,23,0,4.2,1,2
R07480,0,35,0.0,0,0,1,3,229.76,15.32,15,0.0,1,1,1,1.0,37.4,14.05,1.05,0.27,0.13,0.33,0.13,0,4.127,4.0,4.0,5.0,1.75,0.5,2.28,128,-0.5,15,1,4.3,0,0
R07481,0,6,0.0,1,2,3,5,187.29,13.38,14,39.953,4,4,1,3.0,32.36,12.85,1.02,0.21,0.07,0.14,0.0,0,4.107,7.0,7.0,269.14,2.29,0.0,6.43,215,0.5,14,1,4.8,0,2
R07482,0,29,0.0,0,1,3,4,467.24,20.31,23,11.26,2,3,5,3.33,30.17,15.76,1.18,0.48,0.22,0.26,0.26,0,4.235,1.0,1.0,6.0,1.0,0.0,1.95,116,-0.33,23,0,4.6,2,0
R07483,0,3,0.0,2,6,8,8,349.3,16.63,21,96.09,5,5,3,4.33,34.9,14.87,1.08,0.24,0.05,0.1,0.24,0,4.257,6.0,6.0,153.5,3.67,0.17,6.34,387,1.33,21,0,4.6,1,0
R07484,1,26,0.0,0,1,1,3,344.55,18.13,19,27.254000000000005,2,3,2,2.33,27.95,13.8,1.22,0.16,0.32,0.32,0.32,0,4.379,6.0,6.0,84.67,2.67,0.0,5.43,692,1.0,18,0,5.0,0,0
R07486,0,10,0.0,0,1,2,5,506.0,20.24,25,13.36,3,3,5,3.67,29.72,15.57,1.2,0.28,0.52,0.36,0.28,0,4.276,3.0,3.0,71.0,3.67,0.0,5.57,715,0.0,24,1,5.0,0,1
R07487,0,2,0.0,2,2,4,5,350.38,16.68,21,21.71,5,4,3,4.0,33.33,14.95,1.08,0.29,0.62,0.19,0.24,0,3.924,2.0,2.0,550.5,3.0,0.0,7.41,65,0.0,21,1,4.1,1,1
R07489,0,5,0.0,2,3,4,5,335.58,23.97,14,54.46000000000001,4,5,2,3.67,28.79,18.17,1.21,0.43,0.43,0.36,0.36,0,4.164,5.0,5.0,165.0,1.4,0.2,5.45,401,1.0,14,0,4.9,2,2
R07490,0,1,0.0,1,4,6,7,494.01,22.45,22,84.834,5,5,5,5.0,32.36,17.52,1.14,0.59,0.59,0.32,0.14,0,4.105,3.0,3.0,14.0,2.67,0.67,3.65,721,0.67,21,1,4.8,2,1
R07491,0,27,0.0,0,1,2,3,493.54,20.56,24,10.11,2,3,5,3.33,30.29,15.48,1.2,0.58,0.12,0.46,0.08,0,4.075,4.0,4.0,186.5,3.25,0.5,6.41,545,0.0,21,1,4.6,2,2
R07492,0,22,0.0,0,1,1,3,318.34,15.16,21,38.384,2,3,2,2.33,33.48,13.43,1.07,0.29,0.33,0.48,0.05,0,4.071,5.0,5.0,102.6,3.2,0.0,5.8,369,1.0,21,1,4.4,0,0
R07493,0,5,0.0,1,1,1,2,367.36,24.49,15,13.75,4,3,3,3.33,28.93,18.65,1.19,0.47,0.07,0.2,0.2,0,4.0,5.0,5.0,76.0,2.2,0.2,5.13,530,1.0,14,0,5.0,0,0
R07494,0,38,0.0,0,0,1,2,218.29,14.55,15,0.0,1,1,1,1.0,20.87,13.05,1.06,0.4,0.13,0.2,0.07,0,4.207,6.0,6.0,22.0,2.5,0.17,4.03,167,-0.5,15,0,4.3,0,0
R07495,0,19,0.0,0,1,3,5,387.04,20.37,19,10.21,2,3,3,2.67,32.79,15.69,1.22,0.26,0.32,0.26,0.32,0,4.2,3.0,3.0,72.0,3.67,0.0,5.58,65,-0.33,18,0,4.3,0,0
R07496,0,4,0.0,1,5,8,10,447.86,17.91,25,89.43,4,5,4,4.33,27.4,14.43,1.17,0.28,0.16,0.16,0.2,0,4.152,5.0,5.0,83.2,2.0,0.2,5.12,146,0.5,25,1,3.1,0,0
R07497,0,18,0.0,0,3,3,5,334.26,18.57,18,47.480000000000004,2,5,2,3.0,32.06,15.72,1.12,0.22,0.56,0.22,0.06,0,4.106,5.0,5.0,108.2,3.4,0.0,5.91,221,3.0,17,0,4.6,0,1
R07498,0,2,0.0,1,4,8,9,565.75,22.63,25,122.66999999999999,5,5,5,5.0,36.6,16.79,1.18,0.24,0.68,0.36,0.16,0,4.008,2.0,2.0,20.5,1.0,0.0,3.07,583,0.0,24,0,4.4,0,1
R07499,0,10,0.0,0,2,6,6,296.85,19.79,15,43.293000000000006,3,4,2,3.0,35.53,15.64,1.21,0.13,0.67,0.13,0.33,0,4.28,5.0,5.0,59.0,2.8,0.0,5.11,604,-0.4,15,0,4.6,0,1
R07500,0,7,0.0,0,2,4,5,466.94,20.3,23,65.281,4,4,5,4.33,31.96,14.72,1.32,0.35,0.22,0.26,0.35,0,4.183,3.0,3.0,138.33,3.67,0.0,6.23,525,0.0,23,1,4.0,0,0
R07501,0,21,0.0,0,2,5,7,397.16,16.55,24,47.453,2,4,3,3.0,32.29,14.65,1.1,0.38,0.25,0.42,0.17,0,4.262,7.0,7.0,80.29,3.29,0.14,5.58,74,-0.25,24,0,4.9,1,2
R07502,0,50,0.0,0,0,1,5,354.36,20.84,17,0.0,1,1,3,1.67,34.35,15.29,1.22,0.53,0.59,0.35,0.29,0,4.024,7.0,7.0,43.0,2.43,0.43,4.66,180,-0.5,16,1,4.5,3,1
R07503,0,15,0.0,0,1,2,6,522.33,19.35,27,14.16,3,3,5,3.67,35.93,15.49,1.15,0.3,0.44,0.33,0.22,0,3.996,6.0,6.0,65.67,2.17,0.0,4.97,674,0.0,26,0,4.2,0,1
R07504,0,39,0.0,0,0,2,5,426.99,15.81,27,0.0,1,1,4,2.0,32.37,14.35,1.06,0.22,0.26,0.44,0.11,0,3.974,5.0,5.0,45.4,3.0,0.2,4.92,604,-0.67,25,1,4.1,0,0
R07505,0,2,0.0,1,3,4,8,353.93,16.09,22,64.718,5,5,3,4.33,31.45,14.58,1.08,0.36,0.14,0.27,0.23,0,4.145,2.0,2.0,14.0,2.5,0.0,3.58,264,1.0,22,0,4.6,1,2
R07506,0,7,0.0,0,1,4,4,317.39,18.67,17,18.816,4,3,2,3.0,35.0,14.21,1.18,0.35,0.18,0.12,0.06,0,4.2,9.0,9.0,72.33,2.33,0.0,5.13,512,-0.5,17,1,4.3,0,2
R07507,0,26,0.0,0,1,5,6,385.84,21.44,18,23.632,2,3,3,2.67,27.11,17.5,1.13,0.39,0.33,0.44,0.33,0,4.328,4.0,4.0,222.5,3.0,0.0,6.51,600,-0.6,17,1,4.5,0,2
R07508,0,1,0.0,1,2,2,6,390.56,20.56,19,82.926,5,4,3,4.0,42.11,15.73,1.21,0.37,0.21,0.37,0.32,0,4.058,5.0,5.0,121.4,3.2,0.2,5.96,674,2.0,19,1,4.5,1,0
R07509,0,11,0.0,0,2,4,7,458.75,21.85,21,39.364999999999995,3,4,4,3.67,30.05,17.47,1.21,0.14,0.43,0.33,0.19,0,4.19,3.0,3.0,37.33,1.33,0.33,3.92,98,0.0,19,1,5.0,0,2
R07510,0,16,0.0,0,1,2,4,304.15,16.9,18,16.97,3,3,2,2.67,30.28,14.92,1.11,0.33,0.33,0.39,0.33,0,4.028,3.0,3.0,76.67,3.67,0.0,5.64,291,0.0,18,0,4.6,1,1
R07511,0,43,0.0,0,0,3,6,449.03,21.38,21,0.0,1,1,4,2.0,29.43,16.59,1.18,0.14,0.38,0.33,0.1,0,3.886,7.0,7.0,68.14,1.43,0.0,4.59,197,-0.75,20,1,4.5,0,1
R07512,0,112,0.0,0,0,0,0,235.91,19.66,12,0.0,1,1,1,1.0,25.58,14.41,1.22,0.25,0.42,0.17,0.42,0,4.2,11.0,11.0,53.73,2.82,0.09,5.03,319,0.0,12,0,4.4,0,0
R07513,0,3,0.0,1,1,3,5,408.84,22.71,18,73.634,5,3,4,4.0,34.39,17.73,1.18,0.33,0.33,0.44,0.11,0,3.85,4.0,4.0,26.0,3.5,0.25,4.52,721,-0.33,17,0,3.5,0,2
R07514,0,6,0.0,1,4,6,8,453.49,18.14,25,51.077,4,5,4,4.33,34.24,15.91,1.08,0.24,0.48,0.12,0.08,0,4.304,3.0,3.0,28.0,2.0,0.0,4.04,94,0.67,24,0,3.9,0,1
R07515,0,4,0.0,1,4,5,7,301.6,17.74,17,80.39999999999999,4,5,2,3.67,26.65,14.79,1.14,0.18,0.24,0.12,0.06,0,3.882,4.0,4.0,90.5,2.75,0.0,5.52,642,1.5,16,0,5.0,1,2
R07516,0,42,0.0,0,0,2,6,360.5,21.21,17,0.0,1,1,3,1.67,29.12,16.64,1.21,0.35,0.35,0.24,0.24,0,4.424,3.0,3.0,39.33,2.33,0.0,4.53,400,-0.67,17,1,4.6,1,2
R07518,0,14,0.0,0,4,5,5,437.36,18.22,24,58.11,3,5,4,4.0,30.0,14.82,1.14,0.46,0.46,0.38,0.12,0,4.071,10.0,10.0,40.0,2.5,0.1,4.62,611,1.5,22,0,4.2,0,1
R07520,1,6,0.0,1,4,7,8,478.25,19.93,24,56.716,4,5,5,4.67,32.29,15.72,1.17,0.29,0.54,0.12,0.17,0,4.058,3.0,3.0,24.33,2.0,0.33,3.91,365,0.25,24,0,4.6,1,1
R07521,0,1,0.0,1,1,3,4,383.77,16.69,23,12.44,5,3,3,3.67,26.22,14.09,1.1,0.35,0.3,0.35,0.22,0,4.335,4.0,4.0,19.5,2.75,0.0,4.0,501,-0.33,23,1,5.0,0,2
R07522,0,26,0.0,0,2,4,5,374.21,20.79,18,55.358000000000004,2,4,3,3.0,37.0,15.75,1.21,0.39,0.33,0.44,0.17,0,4.106,7.0,7.0,340.57,2.57,0.0,6.78,392,0.0,16,1,5.0,0,2
R07523,0,17,0.0,0,3,6,6,377.26,17.96,21,48.535,2,5,3,3.33,41.1,14.14,1.13,0.43,0.19,0.38,0.19,0,4.076,7.0,7.0,87.71,2.57,0.71,5.42,390,0.0,20,1,4.7,2,2
R07524,0,4,0.0,1,3,8,8,422.82,22.25,19,54.54,4,5,4,4.33,36.11,17.8,1.15,0.42,0.37,0.42,0.21,0,4.1,3.0,3.0,1375.33,2.0,0.0,7.92,166,-0.33,18,0,4.1,1,1
R07525,0,0,0.0,1,1,1,1,210.43,19.13,11,31.875,5,3,1,3.0,31.91,16.38,1.1,0.18,0.09,0.27,0.0,0,4.273,6.0,6.0,113.33,4.67,0.17,6.27,679,1.0,11,0,4.4,0,0
R07526,0,45,0.0,0,0,4,7,486.59,21.16,23,0.0,1,1,5,2.33,27.26,15.33,1.24,0.52,0.17,0.22,0.39,0,4.161,7.0,7.0,98.71,2.86,0.0,5.65,624,-0.8,20,1,4.1,0,0
R07527,0,3,0.0,1,2,3,4,375.17,20.84,18,41.574,5,4,3,4.0,30.28,17.17,1.15,0.39,0.28,0.39,0.17,0,3.983,8.0,8.0,183.38,2.0,0.12,5.91,662,0.5,17,0,3.8,0,0
R07528,0,49,0.0,0,0,2,3,227.52,17.5,13,0.0,1,1,1,1.0,25.0,16.08,1.06,0.23,0.15,0.46,0.15,0,4.4,3.0,3.0,46.0,3.0,0.0,4.93,618,-0.67,13,1,4.9,0,2
R07529,0,0,0.0,1,4,5,7,385.62,16.07,24,56.24700000000001,5,5,3,4.33,27.42,13.64,1.12,0.33,0.71,0.33,0.12,0,4.129,3.0,3.0,15.0,3.33,0.33,3.93,500,1.5,24,0,4.0,0,1
R07530,0,23,0.0,0,1,1,3,341.56,18.98,18,7.42,2,3,2,2.33,30.72,16.37,1.11,0.28,0.17,0.22,0.28,0,4.244,4.0,4.0,45.0,2.75,0.0,4.83,657,1.0,18,1,4.4,1,0
R07531,0,10,0.0,0,2,4,4,374.45,17.83,21,22.380000000000003,3,4,3,3.33,37.57,14.49,1.13,0.67,0.19,0.29,0.19,0,4.076,7.0,7.0,91.43,2.14,0.43,5.28,700,0.0,21,0,4.5,2,0
R07532,0,1,0.0,1,2,5,5,219.79,12.93,17,20.65,5,4,1,3.33,35.59,12.36,1.02,0.29,0.41,0.35,0.06,0,3.947,5.0,5.0,83.8,3.0,0.2,5.53,134,-0.25,17,1,4.6,1,2
R07533,0,39,0.0,0,0,1,3,392.2,18.68,21,0.0,1,1,3,1.67,31.05,15.41,1.15,0.38,0.24,0.19,0.24,0,4.548,7.0,7.0,42.29,2.86,0.14,4.8,534,-0.5,21,0,4.6,1,0
R07534,0,2,0.0,1,3,4,7,289.21,13.77,21,39.260000000000005,5,5,1,3.67,31.48,13.25,1.03,0.19,0.24,0.24,0.1,0,4.071,7.0,7.0,231.29,2.86,0.14,6.5,392,1.0,21,0,5.0,0,0
R07535,0,11,0.0,0,1,1,3,180.35,15.03,12,12.82,3,3,1,2.33,31.08,14.4,1.0,0.42,0.33,0.33,0.0,0,4.45,7.0,7.0,39.29,2.29,0.43,4.51,649,1.0,12,0,4.2,2,1
R07536,0,45,0.0,0,0,1,2,189.96,17.27,11,0.0,1,1,1,1.0,31.45,14.14,1.1,0.45,0.27,0.27,0.36,0,4.036,9.0,9.0,81.67,2.22,0.11,5.21,110,-0.5,11,1,4.2,0,2
R07537,0,29,0.0,0,1,3,4,317.28,22.66,14,34.85,2,3,2,2.33,23.5,17.62,1.21,0.79,0.21,0.36,0.29,0,4.4,2.0,2.0,92.0,3.0,0.5,5.62,391,-0.33,14,0,4.5,3,0
R07539,0,18,0.0,0,6,6,7,470.13,17.41,27,129.47,2,5,5,4.0,32.33,15.5,1.09,0.33,0.26,0.3,0.19,0,4.23,6.0,6.0,63.33,3.0,0.17,5.25,352,6.0,25,0,5.0,0,2
R07540,0,2,0.0,1,1,2,3,233.52,15.57,15,9.56,5,3,1,3.0,29.87,14.02,1.09,0.2,0.27,0.13,0.2,0,4.24,2.0,2.0,178.0,3.0,0.0,6.28,452,0.0,14,0,3.4,0,1
R07541,1,32,0.0,0,0,1,1,187.1,14.39,13,0.0,1,1,1,1.0,32.69,13.28,1.07,0.31,0.38,0.31,0.08,0,3.908,9.0,9.0,104.89,2.78,0.11,5.68,153,-0.5,13,1,4.0,0,1
R07542,0,32,0.0,0,0,4,8,416.62,16.66,25,0.0,1,1,4,2.0,23.76,14.16,1.13,0.48,0.24,0.24,0.16,0,3.968,3.0,3.0,45.67,2.33,0.0,4.68,346,-0.8,23,0,4.2,1,2
R07543,1,13,0.0,0,5,5,6,355.94,16.95,21,71.327,3,5,3,3.67,32.14,14.17,1.14,0.33,0.29,0.48,0.19,0,3.957,7.0,7.0,105.86,3.57,0.29,5.94,727,5.0,21,0,3.7,0,0
R07544,0,38,0.0,0,0,1,5,385.71,20.3,19,0.0,1,1,3,1.67,31.21,15.96,1.17,0.21,0.42,0.16,0.05,0,4.137,5.0,5.0,39.0,1.4,0.2,4.02,308,-0.5,18,1,4.1,1,1
R07545,0,1,0.0,1,1,1,1,286.95,17.93,16,12.0,5,3,1,3.0,25.38,15.54,1.09,0.31,0.38,0.25,0.19,0,4.331,1.0,1.0,17.0,1.0,0.0,2.89,562,1.0,15,1,5.0,1,2
R07546,0,1,0.0,1,3,5,5,270.1,13.51,20,33.0,5,5,1,3.67,27.45,12.74,1.03,0.2,0.2,0.2,0.05,0,4.27,4.0,4.0,125.75,3.0,0.25,5.94,224,0.33,20,1,4.0,0,1
R07547,0,2,0.0,1,2,5,6,508.91,20.36,25,78.79,5,4,5,4.67,27.52,15.97,1.15,0.76,0.2,0.28,0.16,0,4.152,6.0,6.0,74.5,3.67,0.17,5.61,470,-0.25,23,0,4.3,2,0
R07548,0,5,0.0,1,1,2,3,422.0,21.1,20,11.7,4,3,4,3.67,30.3,15.87,1.19,0.15,0.25,0.05,0.3,0,4.105,4.0,4.0,43.75,1.75,0.0,4.35,232,0.0,20,1,4.6,1,2
R07549,0,6,0.0,1,1,2,3,302.12,15.9,19,11.56,4,3,2,3.0,31.58,14.44,1.09,0.21,0.37,0.42,0.21,0,4.042,4.0,4.0,513.25,3.75,0.0,7.56,539,0.0,18,0,4.8,0,1
R07550,0,16,0.0,0,2,2,4,379.65,16.51,23,37.403,3,4,3,3.33,30.22,14.17,1.11,0.3,0.39,0.26,0.35,0,4.174,5.0,5.0,39.8,3.2,0.0,4.85,501,2.0,23,0,5.0,0,0
R07551,0,91,0.0,0,0,0,0,349.36,17.47,20,0.0,1,1,3,1.67,31.8,15.31,1.08,0.3,0.35,0.3,0.15,0,4.23,8.0,8.0,112.12,2.0,0.12,5.42,501,0.0,19,0,3.7,0,1
R07552,0,2,0.0,1,2,3,5,322.8,21.52,15,49.08,5,4,2,3.67,30.6,18.27,1.15,0.07,0.27,0.47,0.2,0,3.88,6.0,6.0,200.0,2.17,0.0,6.08,414,0.5,15,0,4.3,0,2
R07553,0,24,0.0,0,1,1,5,386.19,16.79,23,27.648,2,3,3,2.67,28.09,14.36,1.1,0.3,0.04,0.26,0.35,0,4.209,8.0,8.0,122.62,2.88,0.12,5.87,160,1.0,23,0,4.7,0,2
R07554,0,0,0.0,1,1,2,4,374.14,18.71,20,9.01,5,3,3,3.67,27.9,15.86,1.12,0.25,0.15,0.25,0.25,0,4.095,1.0,1.0,187.0,1.0,0.0,5.24,148,0.0,20,1,4.7,0,2
R07555,0,7,0.0,0,4,5,7,493.91,19.0,26,56.620000000000005,4,5,5,4.67,31.65,15.88,1.13,0.42,0.46,0.42,0.23,0,4.173,4.0,4.0,91.25,1.75,0.0,5.08,297,1.5,23,0,4.0,0,1
R07556,0,17,0.0,0,1,1,3,250.75,15.67,16,15.601,2,3,1,2.0,31.62,12.7,1.12,0.31,0.31,0.12,0.06,0,4.281,2.0,2.0,80.5,2.5,0.0,5.31,442,1.0,15,1,4.4,0,2
R07557,1,20,0.0,0,1,2,4,336.35,18.69,18,12.26,2,3,2,2.33,29.5,15.42,1.18,0.33,0.44,0.33,0.17,0,4.172,2.0,2.0,24.0,3.5,0.0,4.44,700,0.0,17,0,4.4,0,1
R07558,0,10,0.0,0,1,3,5,453.48,19.72,23,12.05,3,3,4,3.33,32.26,15.37,1.17,0.48,0.35,0.35,0.13,0,4.265,4.0,4.0,44.75,2.75,0.25,4.82,467,-0.33,22,0,4.9,2,0
R07559,0,5,0.0,1,2,3,5,287.97,16.94,17,31.732,4,4,1,3.0,33.65,14.16,1.14,0.65,0.29,0.47,0.06,0,4.088,6.0,6.0,45.17,2.67,0.33,4.8,80,0.5,17,0,5.0,2,0
R07560,0,14,0.0,0,1,6,7,481.8,20.07,24,14.26,3,3,5,3.67,32.54,15.92,1.19,0.21,0.46,0.25,0.25,0,4.138,8.0,8.0,58.12,3.0,0.12,5.17,236,-0.67,23,0,4.5,0,1
R07561,0,12,0.0,0,1,4,5,402.08,19.15,21,9.46,3,3,4,3.33,37.48,16.39,1.1,0.33,0.33,0.14,0.24,0,4.195,8.0,8.0,22.38,3.88,0.12,4.48,188,-0.5,20,0,4.3,1,2
R07563,0,19,0.0,0,2,5,9,531.51,16.61,32,25.69,2,4,5,3.67,25.56,14.02,1.13,0.28,0.38,0.31,0.28,0,4.088,4.0,4.0,296.25,2.5,0.25,6.61,243,-0.25,31,1,4.3,0,2
R07564,0,9,0.0,0,2,4,7,419.16,19.96,21,54.525999999999996,3,4,4,3.67,32.76,15.41,1.22,0.48,0.14,0.29,0.57,0,4.319,6.0,6.0,47.83,2.17,0.0,4.65,87,0.0,21,0,4.1,0,0
R07565,0,8,0.0,0,4,6,7,450.24,20.47,22,73.216,4,5,4,4.33,30.82,16.33,1.16,0.5,0.68,0.32,0.18,0,4.432,8.0,8.0,170.62,2.5,0.62,6.06,497,0.67,22,1,4.2,2,1
R07566,1,29,0.0,0,1,3,3,371.0,16.86,22,33.796,1,3,3,2.33,25.64,14.55,1.08,0.41,0.18,0.45,0.14,0,4.209,1.0,1.0,6.0,5.0,0.0,3.43,600,-0.33,22,0,3.7,0,2
R07567,0,43,0.0,0,0,3,5,472.97,21.5,22,0.0,1,1,5,2.33,32.41,15.98,1.18,0.55,0.32,0.27,0.14,0,4.214,3.0,3.0,178.33,3.0,0.67,6.28,248,-0.75,22,0,4.4,3,0
